Country,Year,Location,Acanthuridae,Aulostomidae,Balistidae,Carangidae,Carcarhinidae,Chaetodontidae,Diodontidae,Fistularidae,Ginglymostomatidae,Haemulidae,Holocentridae,Labridae,Lethrinidae,Lutjanidae,Mullidae,Muraenidae,Others,Pempheridae,Penguipedidae,Pomacanthidae,Pomacentridae,Scaridae,Scombridae,Scorpaenidae,Serranidae,Siganidae,Sphyraenidae,Total biomass,Area,Closure age,LAT,LONG,Exposure,depth,Management,Year of closure,Coral.cover,Algae,Soft.coral,Depth,Park,Park_ID,Atoll,Sampling method,Sampling area,Habitat
Kenya,2007,Mpunguti,69.1475,0,5.94,0,0,6.1875,0,0,0,0,1.3775,32.5425,0.6775,0,4.4975,0,10.875,0,0,5.435,40.7825,5.995,0,0.375,2.64,0.4675,0,186.94,28,34,-4.708333333,39.36666667,Exposed,2,Low compliance and young closure,1973,20,11.1,18.3,2,Mpunguti,15,0,Belt transect,500,Lagoon/Back reef
Kenya,2013,Mpunguti Edge 2 (Kijamba),282.0444166,11.90144172,20.97601891,0,0,13.17381441,0,0,0,0,66.79699787,151.5847137,0,12.20347303,9.449971707,0,84.80741028,0,1.016226035,5.479725332,50.96683193,77.26253987,0,0,11.02959098,0,0,798.6931724,28,40,-4.7083,39.3667,Exposed,5,Low compliance and young closure,1973,,,,,Mpunguti,15,0,Belt transect,500,Slope
Kenya,2013,Mpunguti wa Juu Edge,81.6527546,0,7.875808306,0,0,22.25170654,0,0,0,50.49170271,125.3002781,47.93859518,0,42.10300201,8.644869359,0,101.5743612,0.64850625,0,32.18988491,156.1357664,70.18492023,0,0,13.68569241,0,0,760.6778481,28,40,-4.4925,39.48694,Exposed,11,Low compliance and young closure,1973,,,,,Mpunguti,15,0,Belt transect,500,Slope
Kenya,2011,Mradi,187.24,0,0.885,0,0,19.47,0,0,0,0,0,31.2,3.03,12.59,21.24,0,22.22,0,0,3.945,29.29,10.455,0,0,0.805,3.74,0,346.11,0.22,1,-3.593144,39.93232,Sheltered,1,Low compliance and young closure,2011,,,,,Mradi,21,0,Belt transect,500,Flat
Kenya,2012,Mradi,185.962004,0,3.496003152,0,0,7.495702637,33.41051866,0,0,0,6.922548376,50.38076232,4.383127016,17.04154261,9.047420533,0,32.56878977,0,0,4.931957799,66.63658928,9.313548352,0,0.748609933,5.283919231,2.803767051,0,440.4268107,0.22,2,-3.593144,39.93232,Sheltered,1,Low compliance and young closure,2011,54.6,11,2.5,1,Mradi,21,0,Belt transect,500,Flat
Kenya,2014,Mradi,152.6024542,0,4.379805155,0,0,17.24918325,0,0,0,8.304187329,2.755582575,56.98482842,0,0,8.497932654,0,5.374773068,0,0,0.98639156,29.22172469,1.87018262,0,0,21.14819517,0.934589017,0,310.3098297,0.22,3,-3.94166,39.7823,Sheltered,3,Low compliance and young closure,2011,40.1,30,2,3,Mradi,21,0,Belt transect,500,Flat
Kenya,2011,Mtangata,50.615,1.945,0,0,0,4.635,0,0,0,0,0,55.065,0,0.615,4.885,0,6.94,0,0,0,29.105,5.07,0,0,0,0,0,158.875,0.112,2,-4.3139,39.5829,Sheltered,1,Low compliance and young closure,2009,20.5,25,2.8,1,Mtangata,20,0,Belt transect,500,Lagoon/Back reef
Kenya,2014,Mtangata,104.472852,1.942865378,0.883802003,0,0,7.495702637,0,0,0,0,0.918527525,66.46777036,3.030347796,6.294297824,10.23265754,0,4.453785546,0,0.338742012,0,88.60830978,6.682730862,0,0,0,2.803767051,0,304.6261583,0.12,5,-4.31,39.58,Sheltered,,Low compliance and young closure,,,,,,Mtangata,20,0,Belt transect,500,Lagoon/Back reef
Kenya,2009,Shark Point,203.4370886,17.24356662,18.3222258,0,0,9.271544391,0,0,0,0,37.86118016,52.8278683,0,187.2643186,9.769430911,0,29.58387363,0,0.677484023,31.35112447,52.1600779,73.95687431,0,0,49.64945098,0,0,773.3761087,6,18,-3.98,39.77,Exposed,10,High compliance closure,1991,,,,,Mombasa,4,0,Belt transect,500,Slope
Kenya,2012,Tiwi In,3.737424401,0,3.496003152,0,0,2.781463317,0,0,0,0,0,32.44376272,0,0.613783621,1.098975758,0.837766975,13.6059566,0,0,0,8.419138968,2.032659894,0,0,0,0,0,69.06693541,0.13,3,-4.22011181,39.6115078,Sheltered,0.5,Low compliance and young closure,2009,30.2,4.3,0,0.5,Tiwi,22,0,Belt transect,500,Lagoon/Back reef
Kenya,2009,Tiwi Tengefu,3.62,0,0.4675,0,0,3.005,0,0,0,0,0,7.8875,0,0,0.0225,3.6575,3.375,0,0.195,0,2.3025,0.7825,0,0.375,0,0,0,25.69,0.13,0,-4.26,39.61,Sheltered,0.5,Low compliance and young closure,2009,31.2,10.9,0.3,0.5,Tiwi,22,0,Belt transect,500,Lagoon/Back reef
Kenya,2011,Tiwi Tengefu,36.86,0,0.885,0,0,8.345,0,0,0,0,0,31.565,0.675,0,0.64,0.84,18.6,0,0,0,13.705,12.745,0,0,0.805,0,0,125.665,0.13,2,-4.26,39.61,Sheltered,0.5,Low compliance and young closure,2009,35.7,4.3,0.3,0.5,Tiwi,22,0,Belt transect,500,Lagoon/Back reef
Kenya,2005,Vipingo,12.09,0.2,0,0,0,4.4,0,0,0,0,0.83,31.28,0,0,0.02,0,5.01,0.02,0.3,0,27.36,9.29,0,0.02,7.91,0,0,98.73,0.29,0,-3.48,39.95,Sheltered,2,High compliance closure,2005,,,,,Vipingo,5,0,Belt transect,500,Lagoon/Back reef
Kenya,2006,Vipingo,17.63,0,0,0,0,12.91,16.71,0,0,0,0,45.18,0,0,0.55,0,0.67,0,0,0,34.04,1.06,0,0,1.84,0,0,130.59,0.29,1,-3.48,39.95,Sheltered,1,High compliance closure,2005,25.9,1.8,7.7,1,Vipingo,5,0,Belt transect,500,Lagoon/Back reef
Kenya,2007,Vipingo,78.07,0,0.44,0,0,12.56,0,0,0,0,0.46,53.55,0,5.68,1.85,0,3.04,0.03,0.17,0,38.7,4.14,0,0.03,5.51,0,0,204.24,0.29,2,-3.48,39.95,Sheltered,1,High compliance closure,2005,21.6,0.4,7,1,Vipingo,5,0,Belt transect,500,Lagoon/Back reef
Kenya,2008,Vipingo,105.02,0,0.88,0,0,15.34,16.71,0,0,0,0,95.19,6.06,5.49,6.17,0,3.9,0.03,0,0,60.67,32.53,0,0,4.48,15,0,367.46,0.29,3,-3.48,39.95,Sheltered,1,High compliance closure,2005,30.5,1.2,4.3,1,Vipingo,5,0,Belt transect,500,Lagoon/Back reef
Kenya,2009,Vipingo,142.89,0.67,0,0,0,24.11,1.63,0,0,3.11,1.84,67.04,5.06,34.93,12.2,0,4.13,0,0.68,0,51.47,33.29,0,0,4.48,25.32,0,412.83,0.29,4,-3.48,39.95,Sheltered,1,High compliance closure,2005,29.6,12.8,4.2,1,Vipingo,5,0,Belt transect,500,Lagoon/Back reef
Kenya,2010,Vipingo,101.29,0,0.59,0,0,13.91,0,0,0,2.546666667,12.29333333,43.81666667,4.04,53.48,2.596666667,0,3.47,0,0.676666667,6.943333333,26.01333333,9.253333333,0,0,15.09333333,11.42333333,0,307.4366667,0.29,5,-3.48,39.95,Sheltered,1,High compliance closure,2005,,,,,Vipingo,5,0,Belt transect,500,Lagoon/Back reef
Kenya,2011,Vipingo,251.42,0,3.495,0,0,25.96,0,0,0,0,8.755,67.285,6.735,11.975,7.875,0,1.81,0,0.34,0,36.01,64.27,0,0,8.155,19.625,0,513.71,0.29,6,-3.48,39.95,Sheltered,1,High compliance closure,2005,26.2,3.6,4.4,1,Vipingo,5,0,Belt transect,500,Lagoon/Back reef
Kenya,2012,Vipingo,150.5299014,0,0,0,0,8.344389953,5.41530958,0,0,0,13.41942493,73.46558769,0,5.680514203,3.495035567,1.800245422,14.78178088,0,0,0,23.91393729,22.65825508,0,0,31.85160961,8.722264601,0,364.0782562,0.29,7,-3.48,39.95,Sheltered,1,High compliance closure,2005,,,,,Vipingo,5,0,Belt transect,500,Lagoon/Back reef
Kenya,2013,Vipingo,101.7998401,0,5.263607158,0,0,12.13147483,5.415309579,0,0,0,18.50491825,94.83841637,1.35277922,57.87624766,1.648463637,0,3.865755835,0,0.338742012,0,33.63385901,9.420662739,0,0,11.83328543,2.803767051,0,360.7271289,0.29,8,-3.37,40.01,Sheltered,2,High compliance closure,2005,21.6,10.1,7.7,2,Vipingo,5,0,Belt transect,500,Lagoon/Back reef
Kenya,2014,Vipingo,114.4294009,0,6.992006303,0,0,15.14833952,0,0,0,0,1.83705505,84.54155441,0,33.85162144,5.20100538,0,0,1.2970125,0,8.442302014,32.78090279,41.54292542,0,0,17.92089912,5.607534102,0,369.5925589,0.29,9,-3.48,39.95,Sheltered,1.5,High compliance closure,2005,27.5,13.7,2.7,1.5,Vipingo,5,0,Belt transect,500,Lagoon/Back reef
Kenya,1988,Watamu,237.47,67.5,5.26,0,0,7.11,6.94,1.2,0,126.2,293.1,84.48,1.27,31.29,15.76,17.04,404.91,114.32,2.33,7.17,119.91,229.25,0,0.74,191.3,170.22,0,2134.77,10,16,-3.37,40.01,Sheltered,2,High compliance closure,1972,,,,,Watamu,2,0,Belt transect,500,Lagoon/Back reef
Kenya,1992,Watamu,111.96,32.78,9,0,0,2.45,0,0.58,0,155.58,142.35,67.53,1.56,38.57,7.65,8.28,196.65,55.52,1.13,5.76,60.36,139.88,0,0.36,92.9,82.67,0,1213.52,10,20,-3.37,40.01,Sheltered,2,High compliance closure,1972,29.6,17.8,0.3,2,Watamu,2,0,Belt transect,500,Lagoon/Back reef
Kenya,1993,Watamu,203.42,31.86,40.23,0,0,7.79,0,0.57,0,209.6,138.33,63.37,2.11,51.96,7.44,8.04,191.09,53.95,1.1,17.71,96.27,294.59,0,0.35,90.28,80.33,0,1590.37,10,21,-3.37,40.01,Sheltered,2,High compliance closure,1972,,,,,Watamu,2,0,Belt transect,500,Lagoon/Back reef
Kenya,1994,Watamu,255.94,13.85,62.1,0,0,4.15,0,0.25,0,249.53,60.16,111.62,2.51,61.86,71.81,3.5,83.1,23.46,0.48,6.46,168.82,318.36,0,0.15,39.26,34.28,0,1571.65,10,22,-3.37,40.01,Sheltered,2,High compliance closure,1972,,,,,Watamu,2,0,Belt transect,500,Lagoon/Back reef
Kenya,1995,Watamu,131.88,15.53,20.34,0,0,7.12,3.55,0.28,0,91.07,67.42,90.34,0.91,22.58,47.74,3.92,93.14,26.3,0.54,28.79,126.92,129.83,0,0.17,44,22.12,0,974.47,10,23,-3.37,40.01,Sheltered,2,High compliance closure,1972,,,,,Watamu,2,0,Belt transect,500,Lagoon/Back reef
Kenya,1996,Watamu,91.29,8.8,18.74,0,0,4.15,0,0.16,0,130.95,38.2,62.45,1.32,32.46,10.27,2.22,52.77,14.9,0.3,16.23,135.29,151.66,0,0.1,24.93,43.7,0,840.87,10,24,-3.37,40.01,Sheltered,2,High compliance closure,1972,,,,,Watamu,2,0,Belt transect,500,Lagoon/Back reef
Kenya,1997,Watamu,93.92,5.23,33.86,0,0,3.12,0,0.09,0,193.97,22.71,62.24,1.95,48.09,1.57,1.32,31.38,8.86,0.18,13.49,128.15,180.35,0,0.06,14.82,50.42,0,895.78,10,25,-3.37,40.01,Sheltered,2,High compliance closure,1972,,,,,Watamu,2,0,Belt transect,500,Lagoon/Back reef
Kenya,1999,Watamu,175.33,6.79,29.09,0,0,12.81,0,0.12,0,127.7,29.48,65.32,1.28,31.66,0.16,1.71,40.72,11.5,0.23,6.36,114.36,184.81,0,0.07,19.24,15.39,0,874.14,10,27,-3.37,40.01,Sheltered,2,High compliance closure,1972,,,,,Watamu,2,0,Belt transect,500,Lagoon/Back reef
Kenya,2000,Watamu,171.95,8.67,25.55,0,0,4.15,0,0.15,0,102.77,37.65,71.88,1.03,25.48,0.13,2.19,52.01,14.68,0.3,31.02,182.89,191.42,0,0.09,24.57,17.38,0,965.99,10,28,-3.37,40.01,Sheltered,2,High compliance closure,1972,,,,,Watamu,2,0,Belt transect,500,Lagoon/Back reef
Kenya,2001,Watamu,243.16,29.75,59.62,0,0,6.01,0,0.53,0,157.66,129.16,57.47,1.58,39.09,12.07,7.51,178.43,50.38,1.03,14.88,172.25,187.76,0,0.32,84.3,5.66,0,1438.61,10,29,-3.37,40.01,Sheltered,2,High compliance closure,1972,,,,,Watamu,2,0,Belt transect,500,Lagoon/Back reef
Kenya,2002,Watamu,136.26,9.5,53.75,0,0,4.15,0,0.17,0,54.75,41.24,101.11,0.55,13.57,0.07,2.4,56.98,16.09,0.33,10.38,84.63,479.43,0,0.1,26.92,15.76,0,1108.14,10,30,-3.37,40.01,Sheltered,2,High compliance closure,1972,,,,,Watamu,2,0,Belt transect,500,Lagoon/Back reef
Kenya,2004,Watamu,192.38,22.59,27.12,0,0,5.93,0,0.4,0,271,98.09,60.7,2.72,67.18,1.57,5.7,135.51,38.26,0.78,17.35,160.08,347.21,0,0.25,64.02,35.17,0,1554.01,10,32,-3.37,40.01,Sheltered,2,High compliance closure,1972,,,,,Watamu,2,0,Belt transect,500,Lagoon/Back reef
Kenya,2005,Watamu,317.38,12.49,33.86,0,0,10.09,0,0.22,0,154.88,54.23,52.74,1.56,38.4,1.57,3.15,74.92,21.15,0.43,37,161.95,343.95,0,0.14,35.4,101.84,0,1457.34,10,33,-3.37,40.01,Sheltered,2,High compliance closure,1972,,,,,Watamu,2,0,Belt transect,500,Lagoon/Back reef
Kenya,2006,Watamu,297.83,34.33,23.45,0,0,6.1,0,0.61,0,186.86,32.63,115.7,3.37,35.66,2.4,6.24,12.59,30.48,0.88,9.44,183.23,210.47,0,0.37,41.64,29.93,0,1264.21,10,34,-3.37,40.01,Sheltered,3,High compliance closure,1972,10.4,42.3,0.2,3,Watamu,2,0,Belt transect,500,Lagoon/Back reef
Kenya,2007,Watamu,407.86,0,10.97,0,0,9.27,0,0,0,157.65,36.98,45.63,0.68,58,2.15,2.76,144.97,14.62,0.34,15.04,128.73,328.34,0,0,63.1,6.07,0,1433.15,10,35,-3.37,40.01,Sheltered,3,High compliance closure,1972,11.9,46.9,0.1,3,Watamu,2,0,Belt transect,500,Lagoon/Back reef
Kenya,2009,Watamu,393.46,0,8.97,0,0,7.42,0,0,0,78.52,95.71,64.46,0,12.59,4.25,0,74.75,16.86,0,18.27,445.73,163.76,0,0,0,58.56,0,1443.3,10,37,-3.37,40.01,Sheltered,3,High compliance closure,1972,13,23.5,0.2,3,Watamu,2,0,Belt transect,500,Lagoon/Back reef
Kenya,2011,Watamu,238.47,0,41.295,0,0,3.705,11.92,0,0,51.16,43.505,181.1,0,66.05,19.335,0.84,133.38,16.215,0.34,37.62,244.09,187.805,0,0,31.965,12.15,0,1320.945,10,39,-3.37,40.01,Sheltered,3,High compliance closure,1972,,,,,Watamu,2,0,Belt transect,500,Lagoon/Back reef
Kenya,2013,Watamu,241.8878096,0,28.66911805,0,0,1.854308878,0,0,0,45.30197442,54.59622724,227.0828731,14.19817469,65.09444955,7.398956896,0,257.7695581,22.57690444,0.338742012,11.12589192,195.4895377,140.4236503,0,0,0,50.15174745,0,1363.959924,10,41,-3.37,40.01,Sheltered,2,High compliance closure,1972,14.4,50,0,2,Watamu,2,0,Belt transect,500,Lagoon/Back reef
Kenya,2014,Watamu Canyon,159.8646453,1.336793028,43.79805155,0,0,8.044972507,0,0,0,16.60837466,26.83884986,66.13628995,0,49.27121413,4.395903032,0,40.68100547,1.2970125,0,17.61496074,53.02266244,37.97527896,0,0,3.214777809,1.869178034,0,531.96997,10,42,-3.37,40.03,Exposed,12,High compliance closure,1972,18.8,18,43.3,12,Watamu,2,0,Belt transect,500,Slope
Kenya,2014,Watamu Caracas,659.3646759,0,104.7365902,44.35966243,0,20.55433191,0,0,0,16.60837466,59.18886486,47.93365633,0,205.0330957,7.398956896,6.631702849,351.6166895,0,0,20.83017027,23.28698012,50.72886626,0,0,47.389709,0,0,1665.662327,10,42,,,Exposed,11,High compliance closure,1972,11.9,16,37.6,11,Watamu,2,0,Belt transect,500,Slope
Kenya,2014,Watamu Deep reef,255.7868171,8.62178331,103.3769847,0,0,11.12585327,0,0,0,0,22.17902835,85.58153882,0,66.45715553,21.09789493,6.631702849,7.701328287,0,0,6.831295247,39.22960498,28.13113852,0,0,45.29228395,1.869178034,0,709.9135878,10,42,,,Exposed,12,High compliance closure,1972,11.5,8.3,55.5,12,Watamu,2,0,Belt transect,500,Slope
Kenya,2014,Watamu Tewa,296.4047671,0,49.02245384,0,0,18.70002303,0,0,0,0,13.84509675,102.3167501,0,3.682701727,2.197951516,0,61.53960912,0,0,11.5106202,105.1496718,22.34787188,0,0,34.72444548,0,0,721.4419626,10,42,-3.38,40.01,Exposed,10,High compliance closure,1972,20,27.3,34.8,10,Watamu,2,0,Belt transect,500,Slope
Madagascar,2009,Antanimora,21.31,0,3.93,0,0,31.24,0,0,0,6.23,7.35,153.45,12.12,5.68,1.19,0,78.67,0,0.68,17.46,110.81,109.81,0,0,3.21,0,0,563.14,322,8,-13.92,47.67,Exposed,12,Low compliance and young closure,2001,40.6,1.9,16.1,12,Sahalamaza-Iles Radama,25,0,Belt transect,500,Slope
Madagascar,2007,Coral garden,184.485,18.27,2.445,0,0,6.5575,0,0.1575,0,0,5.2975,39.1475,0,0.3075,0,0,8.41,0,0.17,3.81,76.885,66.49,0,0,5.4075,34.89,0.9925,453.7225,0.16,0,-23.15,43.59,Sheltered,3,Low compliance and young closure,2007,,,,,Rose Garden,23,0,Belt transect,500,Lagoon/Back reef
Madagascar,2009,Kalakajoro  exposed site,122.28,0,0,0,0,7.73,0,0,0,83.04,1.84,55.63,0,0,10.69,0,155.85,0,0.73,0,12.04,42.6,0,0,20.02,32.39,0,544.84,322,8,-13.92,47.67,Exposed,7,Low compliance and young closure,,17.1,15.4,9.1,7,Sahalamaza-Iles Radama,25,0,Belt transect,500,Slope
Madagascar,2009,Kalakajoro leeward,136.03,0,20.4,6.07,0,7.58,0,0,0,197.22,1.84,136.75,16.27,22.49,16.7,0,165.04,0,0,1.76,249.5,143.21,0,8.39,33.8,133.32,0,1296.37,322,8,-13.92,47.67,Sheltered,2,Low compliance and young closure,,40.9,9.3,8.9,2,Sahalamaza-Iles Radama,25,0,Belt transect,500,Lagoon/Back reef
Madagascar,2007,Tanikely1,10.595,0,1.165,0,0,8.475,0,0,0,29.745,12.17166667,88.06833333,4.04,55.34166667,1.233333333,0,89.46,0,0.008333333,0,70.33,106.5166667,0,0,3.605,49.725,0,530.48,0.42,39,-13.49,48.24,Exposed,1.5,Low compliance and young closure,1968,33,12.1,17.3,1.5,Nosy Tanikely,24,0,Belt transect,500,Slope
Madagascar,2007,Tanikely2,24.485,1.943333333,1.533333333,1.416666667,0,1.545,0,0,0,56.27833333,1.388333333,65.34333333,10.325,6.5,8.166666667,0,95.37833333,0.216666667,0.113333333,0,68.08666667,78.78333333,0,0,0.536666667,9.996666667,0.188333333,432.225,0.42,39,-13.48483333,48.23541667,Exposed,1.5,Low compliance and young closure,1968,,,,,Nosy Tanikely,24,0,Belt transect,500,Slope
Madagascar,2009,Valiha-4m,83.57,0,1.96,0,0,17.47,0,0,0,0,3.67,44.78,0,1.23,0,0,0,0,0,0,83.21,213.81,0,0,8.96,0,0,458.66,322,8,-14.14033333,47.79071667,Sheltered,4,Low compliance and young closure,2001,39.8,18.2,2.4,4,Sahalamaza-Iles Radama,25,0,Belt transect,500,Crest
Madagascar,2009,Valiha-8m,46.79,0,1.96,0,0,7.58,0,0,0,16.61,1.84,58.19,0,30.86,0,0,0.6,0.11,0.68,0,47.28,7.07,0,0,0,0,0,219.57,322,8,-14.14033333,47.79071667,Sheltered,6,Low compliance and young closure,2001,23.1,11,12.1,6,Sahalamaza-Iles Radama,25,0,Belt transect,500,Crest
Mauritius,2004,Balaclava 1,257.35,,0,,0,6.23,0,,0,0,,26.245,0,0,11.65,,43.155,,,0,121.31,31.41,0,,,0,,497.35,5,1,-20.0885,57.5122,Sheltered,2,Low compliance and young closure,2003,48.3,33.4,0,2,Balaclava,26,0,Belt transect,500,Lagoon/Back reef
Mauritius,2004,Balaclava 2-buffer,50.16,,0,,0,5.45,0,,0,0,,11.78,0,0,4.67,,28.955,,,0,1243.33,10.55,0,,,0,,1354.895,5,1,-20.0873,57.5126,Sheltered,2,Low compliance and young closure,2003,50.4,9.3,0,2,Balaclava,26,0,Belt transect,500,Lagoon/Back reef
Mauritius,2004,BlueBay(tourist),45.71,,0,,0,10.79,0,,0,0,,7.505,0,0,5.405,,9.81,,,0,107.33,87.645,0,,,0.21,,274.405,3.5,4,-20.4506,57.7133,Sheltered,2,Low compliance and young closure,2000,57.3,8.5,1.1,2,Bluebay,27,0,Belt transect,500,Lagoon/Back reef
Mauritius,2004,BlueBay2-backreef,57.27,,4.19,,0,8.455,0,,0,0,,29.38,0,0,0.71,,12.73,,,0,13.73,9.92,0,,,0.27,,136.655,3.5,4,-20.4433,57.7084,Sheltered,2,Low compliance and young closure,2000,25.5,11.1,0.6,2,Bluebay,27,0,Belt transect,500,Lagoon/Back reef
Mayotte,2009,N'gouja,221.535,0,11.285,1.01,0,15.62,0,0,0,0,25.785,129.37,0,0.665,1.1,0,16.88,0,0,4.62,212.01,19.49,0,0,4.48,0,0,663.85,2,8,-12.88,44.95,Sheltered,5,High compliance closure,,43.3,0.8,7.3,5,N'gouja,9,0,Belt transect,500,Slope
Mayotte,2009,N'gouja ZoneC,260.59,0,4.6,29.75,0,11.06,21.49,0.315,0,17.275,3.675,86.69,3.705,37.92,12.195,0,164.96,0,1.35,20.055,219.13,61.115,0,3.445,33.785,0,0,993.105,2,8,-12.97,45.08,Sheltered,3,High compliance closure,,35,0,5.3,3,N'gouja,9,0,Belt transect,500,Lagoon/Back reef
Mayotte,2009,Passe de S,371,0,28.01,8.5,0,46.52,0,0,0,0,0,183.88,0,0,19.49,0,48.5,0,0,20.9,95.87,376.73,0,0,37.94,0,0,1237.34,13.8,19,-12.87,45.28,Exposed,2,High compliance closure,,53.5,1,2.5,2,Passe de Longongori,10,0,Belt transect,500,Flat
Mayotte,2009,"Passe de S, Buoy 6",175.29,17.24,22.57,2.02,0,22.25,0,0,0,0,59.9,42.21,6.76,368,13.79,0,90.94,0,3.54,23.15,623.25,67.34,0,6.89,141.09,16.2,0,1702.43,13.8,19,-12.87,45.27,Sheltered,6,High compliance closure,,48.8,0,8.5,6,Passe de Longongori,10,0,Belt transect,500,Flat
Mayotte,2009,"Passe de S, Turtle Point",260.31,0,22.57,0,0,35.39,0,0,0,2.81,0,124.94,6.06,34.34,21.09,0,22.14,0,1.35,26.22,87.16,166.62,0,1.5,291.39,1.87,0,1105.76,13.8,19,-12.88,44.95,Sheltered,12,High compliance closure,,,,,,Passe de Longongori,10,0,Belt transect,500,Slope
Mayotte,2009,Passe en Sada S,398.32,0,10.45,0,0,16.85,0,0,0,0,17.52,104.17,156.93,0,3.3,0,0.78,0,0,6.13,154.39,84.97,0,0,39.55,0,0,993.36,13.8,19,-12.88,44.95,Exposed,15,High compliance closure,,28.5,2.5,4.3,15,Passe de Longongori,10,0,Belt transect,500,Flat
Mayotte,2010,Sazily barrier inside park,284.89,0,8.36,0,0,46.67,0,0,0,0,43.51,37.13,0,486.91,39.65,0,6.97,0,0,17.12,0,212.6,0,0,41.65,0,0,1225.46,25.9,19,-12.9942,45.231,Sheltered,8,Low compliance and young closure,2001,24.7,25.9,1.3,8,Sazily,28,0,Belt transect,500,Slope
Mayotte,2010,Sazily fringing inside park,186.44,0,4.36,0,0,29.17,0,0,0,0,12,97.81,0,12.59,0,0,9.76,0,0,33.76,0,249.23,0,0,56.79,50.65,0,742.56,25.9,19,-12.9941,45.229,Exposed,8,Low compliance and young closure,2001,,,,,Sazily,28,0,Belt transect,500,Slope
Mozambique,2010,Aquarium,367.27,0,11.29,0,0,20.475,0,0,0,0,105.88,96.26,0,84.82,10.95,0,237.645,0,0,61.25,80.2,84.445,0,0,114.62,40.49,0,1315.595,1430,39,-21.8,35.5,Exposed,10,High compliance closure,1971,,,,,Bazaruto,11,0,Belt transect,500,Flat
Mozambique,2009,Berreira Vermelha North,236.495,0,28.67,1.01,0,127.58,0,0,0,31.145,4.165,30.915,0,69.625,65.895,0,25.32,0,0.045,26.465,47.725,40.695,0,0,20.825,0,0,756.575,1430,44,-26.14,32.9,Sheltered,2,High compliance closure,1965,,,,,Bazaruto,11,0,Belt transect,500,Lagoon/Back reef
Mozambique,2009,Berreira Vermelha South,230.695,0,20.135,57.06,0,74.32,0,0,0,204.71,0,32.91,1.355,640.8,2.73,0,132.44,0,0.045,48.015,330.17,80.09,0,3.445,56.79,9.035,0,1924.745,20,44,-26.02,32.9,Sheltered,2,High compliance closure,1965,,,,,Ilhas do Inhaca,12,0,Belt transect,500,Lagoon/Back reef
Mozambique,2012,Dos Piedras,69.61369523,0,18.39463259,0,0,15.46220802,0,0,0,151.5599721,103.5469216,160.3904766,0,102.9268303,9.596908412,0,21.3523165,36.31635,0.677484023,8.17178058,188.8622493,11.99159213,0,0,0,0,0,898.8634174,1522,10,-12.145009,40.554548,Sheltered,6,Low compliance and young closure,2002,60.5,8.9,8.4,6,Quirimbas,31,0,Belt transect,500,Lagoon/Back reef
Mozambique,2011,Kisinga,471.63,0,8.76,131.32,0,46.83,0,9.78,0,0,0,97.16,16.27,21.26,51.15,0,13.92,0,0.68,27.92,29.16,274.52,0,0,0,0,0,1200.36,5,4,-10.9939,40.6959,Sheltered,2.5,Low compliance and young closure,2007,51.6,2.8,12.2,2.5,Vamizi,30,0,Belt transect,500,Lagoon/Back reef
Mozambique,2014,Kisirwa,152.1977305,0,1.767604006,0,0,36.64427692,0,0,0,0,1.83705505,121.663386,0,8.135648687,11.79485993,0,5.28398777,0,0,4.67592295,78.59981529,140.7757766,0,0,47.389709,0,0,610.7657727,5,7,-11,40.69,Sheltered,4,High compliance closure,2007,59.2,8.8,57.8,4,Vamizi,13,0,Belt transect,500,Lagoon/Back reef
Mozambique,2008,Kisirwa Nkunga,235.605,0,4.04,0,0,69.625,0,0,0,0,1.84,96.545,0,119.945,5.9,0,2.5,0,0.34,9.48,95.33,148.19,0,0,39.235,4.05,0,832.625,5,1,-11,40.69,Exposed,1.5,High compliance closure,2007,42,10,13,1.5,Vamizi,13,0,Belt transect,500,Lagoon/Back reef
