Country,Year,Location,Acanthuridae,Aulostomidae,Balistidae,Carangidae,Carcarhinidae,Chaetodontidae,Diodontidae,Fistularidae,Ginglymostomatidae,Haemulidae,Holocentridae,Labridae,Lethrinidae,Lutjanidae,Mullidae,Muraenidae,Others,Pempheridae,Penguipedidae,Pomacanthidae,Pomacentridae,Scaridae,Scombridae,Scorpaenidae,Serranidae,Siganidae,Sphyraenidae,Total biomass,Area,Closure age,LAT,LONG,Exposure,depth,Management,Year of closure,Coral.cover,Algae,Soft.coral,Depth,Park,Park_ID,Atoll,Sampling method,Sampling area,Habitat
Mozambique,2014,Libelula,84.80847749,0,42.60266856,0,0,12.13147483,0,0.9849,0,0,0,20.84826983,8.089864421,4.910268969,16.15250402,0.837766975,107.7312921,0,1.354968046,8.073721655,90.72965718,8.407230552,0,11.89910545,100.6511659,0,0,520.2133361,0.035,9,-14.48995401,40.68000432,Sheltered,15,Low compliance and young closure,2005,43.1,18.5,3.5,15,Libelula,29,0,Belt transect,500,Lagoon/Back reef
Mozambique,2008,Light House Point,143.19,0,5.715,0,0,12.415,0,0,0,0,7.35,99.325,0,5.68,10.145,0,4.695,0,0,3.18,21.705,73.905,0,0,22.76,0,0,410.065,5,1,-10.99,40.71,Sheltered,1.5,High compliance closure,2007,21.7,12.6,2.4,1.5,Vamizi,13,0,Belt transect,500,Crest
Mozambique,2010,Margaruque/Isobel Island,245.355,6.255,34.655,0,0,32.45,0,0,0,80.56,6.92,70.425,0,16.04,23.93,0,26.455,0,0,146.71,174.795,190.02,0,0,5.285,16.195,0,1076.05,1430,39,-21.96,35.43,Exposed,2.5,High compliance closure,1971,8.5,1.5,0,2.5,Bazaruto,11,0,Belt transect,500,Flat
Mozambique,2014,Mutunculo,177.8026723,0,14.14083205,0,0,43.96859426,0,0,0,8.304187329,23.45604383,96.86796214,0.67638961,21.83607969,5.49487879,0,77.60113411,0,0,5.481426333,51.5000522,81.87251784,0,0,21.03875307,0,0,630.0415236,5,7,-11.0334,40.70652,Exposed,5,Low compliance and young closure,2007,39.6,18.2,28,5,Vamizi,30,0,Belt transect,500,Lagoon/Back reef
Mozambique,2014,Pangayo,287.1491333,0,1.767604006,44.35966243,0,12.05300771,0,0,0,0,7.841075901,50.38299871,0,5.680514203,6.446917843,0,13.58601001,0,0.677484023,3.141763857,48.704265,129.7723364,0,0,38.43097974,0.934589017,0,650.9283422,5,7,-11.03114,40.7183,Exposed,4,Low compliance and young closure,2007,40.8,39.1,8.6,4,Vamizi,30,0,Belt transect,500,Flat
Mozambique,2011,Papagaio,316.08,0,137.78,44.36,0,25.96,0,0,0,34.55,85.9,73.24,0,343.24,0,0,53.81,2.59,0.68,8.62,157.68,143.28,0,1.5,151.99,0,0,1581.26,5,4,-10.995,40.7134,Sheltered,6,Low compliance and young closure,2007,48.9,3.2,11.8,6,Vamizi,30,0,Belt transect,500,Flat
Mozambique,2014,Papagayo,276.7433501,0,45.64406527,77.97920244,0,65.05774499,0,0,0,95.49970943,108.7893512,42.83960984,0,82.23768273,6.299981138,0,22.22099005,0,0,60.76368409,48.1861358,49.25632929,0,0,42.07750614,0,0,1023.595342,5,7,-10.995,40.7134,Sheltered,8,Low compliance and young closure,2007,49.3,8.6,9.3,8,Vamizi,30,0,Belt transect,500,Slope
Mozambique,2014,Papangu,317.4074621,3.885730757,17.59763034,0,0,35.38880293,0,0,0,130.7948383,191.7795038,152.7597471,0,594.7918392,2.197951516,0,193.0954611,0,0,10.41508513,76.30964256,39.37656176,0,0,71.27516407,0,0,1837.075421,5,7,-11,40.72,Exposed,12,High compliance closure,2007,36.2,19.4,17.9,12,Vamizi,13,0,Belt transect,500,Slope
Mozambique,2013,Patchala,58.39113009,0,0,0,0,12.98016215,0,0,0,13.8632281,56.94870655,76.53316304,0,45.44411362,0,0,7.852715501,15.81966146,0,5.041101305,28.84002923,6.970320664,0,0,0,0,0,328.6843317,5,6,-12.30838,40.60219,Sheltered,5,Low compliance and young closure,2007,49.4,12.9,14.4,5,Vamizi,30,0,Belt transect,500,Slope
Mozambique,2009,Ponto Torres_Inhaca,238.98,8.145,10.41,2.125,0,53.9625,0,0,0,43.0825,0.92,29.0625,0,163.8875,12.08,1.6575,37.6475,0,0.0575,7.605,36.2375,179.515,0,0.84,0.805,4.985,0,832.005,20,44,-26.08,32.96,Sheltered,2,High compliance closure,1965,,,,,Ilhas do Inhaca,12,0,Belt transect,500,Crest
Mozambique,2010,Two mile corner,296.58,3.89,76.67,52.86,0,24.11,0,0,0,34.55,28.67,57.46,0,0,33.31,0,37.6,0,0,75.82,76.78,449.88,0,0,21.63,125.22,0,1395.03,1430,39,-21.8,35.51,Exposed,9,High compliance closure,1971,,,,,Bazaruto,11,0,Belt transect,500,Flat
Mozambique,2010,Two mile reef channel,347.49,0,68.56,122.34,0,27.97,0,1.34,0,51.16,65.69,111.08,0,424.83,41.9,0,28.77,0,0,65.32,61.01,264.74,0,0,127.99,0,0,1810.19,1430,39,-21.8,35.5,Exposed,11,High compliance closure,1971,,,,,Bazaruto,11,0,Belt transect,500,Slope
Mozambique,2010,Two mile reef edge,217.92,0,50.17,0,0,25.96,0,0,0,0,8.33,24.68,6.06,31.17,37.41,0,16.25,0,0,36.4,34.65,84.37,0,0,96.88,8.1,0,678.35,1430,39,-21.81,35.5,Exposed,10,High compliance closure,1971,,,,,Bazaruto,11,0,Belt transect,500,Slope
Seychelles,2005,Cousin Coral,67.04676054,0,0,0,0,0.948108961,0,0,0,0,0,43.56659372,13.90270013,63.78267323,8.243129996,0,0,0,0,1.067899389,0,424.2428738,0,0,9.564707377,135.8196757,0,768.1851229,1.2,37,-4.33,55.66,Exposed,4.727083333,High compliance closure,,,,,,Cousin,8,0,Point count,154,Slope
Seychelles,2008,Cousin Coral,247.7190153,0,0,0,0,3.724207218,0,0,0,17.46136034,0,30.98534631,3.97231623,13.49571113,23.04765486,0,0,0,0,7.142364448,0,218.1556581,0,0,9.504275523,47.60635616,0,622.8142657,1.2,40,-4.33,55.66,Exposed,4.727083333,High compliance closure,,,,,,Cousin,8,0,Point count,154,Slope
Seychelles,2011,Cousin Coral,38.74422882,0,0,0,0,3.33795526,0,0,0,0,0,117.6098911,3.272949419,0,22.78927863,0,0,0,0,24.86653409,4.61334835,410.230397,0,0,42.47198076,75.50679806,0,743.4433614,1.2,43,-4.33,55.66,Exposed,4.727083333,High compliance closure,,,,,,Cousin,8,0,Point count,154,Slope
Seychelles,2005,Cousin Granite,62.53409441,0,0.914283616,0,0,1.300860952,0,0,0,0,0,23.63185725,36.37729479,52.34437288,11.12687508,0,0,0,0,0.878298453,0.261170164,87.15273245,0,0,3.568882879,47.64139697,0,327.7321199,1.2,37,-4.33,55.66,Exposed,5.345833333,High compliance closure,,,,,,Cousin,8,0,Point count,154,Crest
Seychelles,2008,Cousin Granite,83.76619065,0,0.316293579,0,0,3.079090762,0,0,0,4.873553896,0,81.0290936,27.82756961,55.59822074,13.88680801,0,0,0,0,5.075417433,0.610019282,200.6405332,0,0,9.027748941,12.25414962,0,497.9846893,1.2,40,-4.33,55.66,Exposed,5.345833333,High compliance closure,,,,,,Cousin,8,0,Point count,154,Crest
Seychelles,2011,Cousin Granite,53.95884599,0,0,0,0,0.506962764,0,0,0,0,0,83.629137,13.04747255,25.16399211,10.11224821,0,0,0,0,5.996017857,14.36898424,354.6388145,0,0,31.59094375,122.4841444,0,715.4975633,1.2,43,-4.33,55.66,Exposed,5.345833333,High compliance closure,,,,,,Cousin,8,0,Point count,154,Crest
Seychelles,2005,Cousin Patch,45.1524812,0,0,0,0,0.911391949,0,0,0,1.440273029,0,51.76627436,30.46903677,30.5569363,8.083877958,0,0,0,0,5.225875796,1.535772054,158.3651461,0,0,3.938361387,36.75532013,0,374.2007471,1.2,37,-4.33,55.67,Exposed,6.235416667,High compliance closure,,,,,,Cousin,8,0,Point count,154,Crest
Seychelles,2008,Cousin Patch,116.7765433,0,0,0,0,2.098283622,0,0,0,4.873553896,0,52.00588243,4.652009056,30.69891006,5.092369812,0,0,0,0,0.676,4.888720368,326.1550975,0,0,0.991874306,94.90667672,0,643.8159211,1.2,40,-4.33,55.67,Exposed,6.235416667,High compliance closure,,,,,,Cousin,8,0,Point count,154,Crest
Seychelles,2011,Cousin Patch,278.9799109,0,0,0,0,1.251330522,0,0,0,36.56518826,0,85.49624133,0,81.62397227,45.45350768,0,0,0,0,28.34351948,41.96721494,479.6197498,0,0,19.72849266,183.9699516,0,1282.999079,1.2,43,-4.33,55.67,Exposed,6.235416667,High compliance closure,,,,,,Cousin,8,0,Point count,154,Crest
Seychelles,2005,Mahe NW Coral,19.35745605,0,0,0,0,1.110986784,0,0,0,3.700257823,0,46.21592972,23.1344122,26.68839227,5.123698252,0,0,0,0,5.52554101,10.79658986,154.7015478,0,0,45.49982193,9.093283036,0,350.9479167,0.8,29,-4.634994,55.376116,Sheltered,5.834375,Low compliance and young closure,,,,,,Baie Ternay,32,0,Point count,154,Lagoon/Back reef
Seychelles,2008,Mahe NW Coral,23.14317574,0,0.387647433,0,0,5.651117774,0,0,0,0,0,39.02721792,15.19763258,4.4309803,5.446834677,0,0,0,0,7.41516052,6.393950015,142.0259674,0,0,23.40312891,8.322181314,0,280.8449946,0.8,29,-4.634994,55.376116,Sheltered,5.834375,Low compliance and young closure,,,,,,Baie Ternay,32,0,Point count,154,Lagoon/Back reef
Seychelles,2011,Mahe NW Coral,27.40156291,0,1.650089814,0,0,9.569312631,0,0,0,0,0,160.1852083,25.69149944,31.59846588,10.90213608,0,0,0,0,20.19702601,30.66404652,362.0226818,0,0,8.820100027,7.230799307,0,695.9329287,0.8,32,-4.634994,55.376116,Sheltered,5.834375,Low compliance and young closure,,,,,,Baie Ternay,32,0,Point count,154,Lagoon/Back reef
Seychelles,2005,Praslin NE Granite,104.1475185,0,1.916195508,0,0,7.374285661,0,0,0,6.488747779,0,34.58295276,24.20857238,35.98950778,15.27219624,0,0,0,0,9.538966298,0.794571071,179.1665744,0,0,18.9393451,11.87718117,0,450.2966147,10.8,29,-4.290079,55.707504,Sheltered,4.975,Low compliance and young closure,,,,,,Curieuse,34,0,Point count,154,Lagoon/Back reef
Seychelles,2008,Praslin NE Granite,88.2760361,0,3.814594875,0,0,16.12718448,0,0,0,1.163501229,0,98.29910749,45.45020896,38.25979422,31.64849571,0,0,0,0,11.26737666,10.0075037,115.0550817,0,0,21.287255,20.63368912,0,501.2898292,10.8,29,-4.290079,55.707504,Sheltered,4.975,Low compliance and young closure,,,,,,Curieuse,34,0,Point count,154,Lagoon/Back reef
Seychelles,2011,Praslin NE Granite,146.3704901,0,3.933566973,0,0,12.07996858,0,0,0,4.441620748,0,81.98052508,74.90668645,50.36855873,11.97102083,0,0,0,0,11.8792548,13.4994842,339.8487948,0,0,14.43814247,26.46552909,0,792.1836428,10.8,32,-4.290079,55.707504,Sheltered,4.975,Low compliance and young closure,,,,,,Curieuse,34,0,Point count,154,Lagoon/Back reef
Seychelles,2005,Praslin NE Patch,43.47576489,0,3.61945758,0,0,1.848352413,0,0,0,17.26373338,0,65.67627577,55.47323273,126.657997,10.20767538,0,0,0,0,3.950833355,5.143734875,88.43726286,0,0,10.67703346,27.53500147,0,459.9663551,10.8,29,-4.303653,55.746546,Sheltered,8.191666667,Low compliance and young closure,,,,,,Curieuse,34,0,Point count,154,Slope
Seychelles,2008,Praslin NE Patch,65.66272981,0,5.539047055,0,0,3.888237581,0,0,0,12.69750693,0,44.06918798,44.64244978,18.34462864,11.67018912,0,0,0,0,5.530209829,2.212449126,110.454143,0,0,4.813973857,8.166888401,0,337.6916411,10.8,29,-4.303653,55.746546,Sheltered,8.191666667,Low compliance and young closure,,,,,,Curieuse,34,0,Point count,154,Slope
Seychelles,2011,Praslin NE Patch,38.95122324,0,10.40231274,2.8842928,0,6.750116654,0,0,0,45.1098935,0,17.28917336,72.77872095,23.6056236,12.57116287,0,0,0,0,0.660810673,18.93017169,127.9974374,0,0,3.328748248,8.891092979,0,390.1507807,10.8,32,-4.303653,55.746546,Sheltered,8.191666667,Low compliance and young closure,,,,,,Curieuse,34,0,Point count,154,Slope
Seychelles,2005,Ste Anne Coral,1.320156453,0,0,0,0,2.557216255,0,0,0,55.93221407,0,45.75219052,58.89037019,7.534476362,31.78727747,0,0,0,0,1.115648154,18.37148174,187.8250508,0,0,15.87717096,7.24302382,0,434.2062768,10,35,-4.609864,55.496361,Exposed,4.2125,Low compliance and young closure,,,,,,St. Anne,33,0,Point count,154,Lagoon/Back reef
Seychelles,2008,Ste Anne Coral,1.200766179,0,0,0,0,1.698400381,0,0,0,8.814441305,0,11.38189463,41.17140215,0.340381087,8.073264098,0,0,0,0,4.706350192,9.545748607,67.22607083,0,0,5.157030852,5.941022212,0,165.2567725,10,35,-4.609864,55.496361,Exposed,4.2125,Low compliance and young closure,,,,,,St. Anne,33,0,Point count,154,Lagoon/Back reef
Seychelles,2011,Ste Anne Coral,1.78378031,0,0,0,0,5.96414992,0,0,0,0.545372424,0,81.39907415,87.53813632,15.00273794,23.71976759,0,0,0,0,2.755419643,18.17077518,284.3236603,0,0,5.732143138,7.878613987,0,534.8136309,10,38,-4.609864,55.496361,Exposed,4.2125,Low compliance and young closure,,,,,,St. Anne,33,0,Point count,154,Lagoon/Back reef
Seychelles,2005,Ste Anne Granite,51.42635921,0,0,0,0,10.51542087,0,0,0,25.62280459,0,80.73458356,32.10591488,89.21121426,36.35593794,0,0,0,0,12.00841758,3.526154548,430.3504844,0,0,67.44905598,25.55692084,0,864.8632687,10,35,-4.605095,55.513525,Exposed,7.035416667,Low compliance and young closure,,,,,,St. Anne,33,0,Point count,154,Slope
Seychelles,2008,Ste Anne Granite,94.34335855,0,0,0,0,15.48271171,0,0,0,16.55947634,0,47.95105015,53.60496053,92.08195621,40.55688695,0,0,0,0,29.9789358,28.9656532,369.3160736,0,0,24.5444587,26.46097156,0,839.8464933,10,35,-4.605095,55.513525,Exposed,7.035416667,Low compliance and young closure,,,,,,St. Anne,33,0,Point count,154,Slope
Seychelles,2011,Ste Anne Granite,146.1468294,0,0,0,0,11.21007334,0,0,0,15.48375771,0,64.26594947,7.739959756,148.9384159,9.21073907,0,0,0,0,28.97461129,15.69316991,559.8117333,0,0,9.719907446,24.30902529,0,1041.504172,10,38,-4.605095,55.513525,Exposed,7.035416667,Low compliance and young closure,,,,,,St. Anne,33,0,Point count,154,Slope
Seychelles,2005,Ste Anne Patch,0,0,0,0,0,0,0,0,0,0,0,14.59060474,38.94509928,0.345931202,18.94193947,0,0,0,0,0.200753932,6.826996164,77.79181854,0,0,1.668977706,0.032716547,0,159.3448376,10,35,-4.618086,55.509399,Sheltered,7.1875,Low compliance and young closure,,,,,,St. Anne,33,0,Point count,154,Lagoon/Back reef
Seychelles,2008,Ste Anne Patch,0.550301457,0,0,0,0,1.967880103,0,0,0,0,0,79.10660208,31.63983571,8.240534881,6.658267245,0,0,0,0,3.597424553,9.478372875,108.1065744,0,0,1.794725167,10.33832369,0,261.4788422,10,35,-4.618086,55.509399,Sheltered,7.1875,Low compliance and young closure,,,,,,St. Anne,33,0,Point count,154,Lagoon/Back reef
Seychelles,2011,Ste Anne Patch,2.368025401,0,0,31.51456487,0,6.462705751,0,0,0,9.762901829,0,82.05505169,105.7276302,20.26502799,29.12002258,0,0,0,0,1.999131765,41.69477038,262.8154819,0,0,11.40746987,13.67853292,0,618.8713172,10,38,-4.618086,55.509399,Sheltered,7.1875,Low compliance and young closure,,,,,,St. Anne,33,0,Point count,154,Lagoon/Back reef
Tanzania,1996,Bongoyo1,27.7,,0,,0,6.23,0,,0,,,30.95,,15.545,0.29,,19.71,,,2.42,57.42,6.7,0,,,0,,166.965,7.3,21,-6.6965,39.2587,Sheltered,2,Low compliance and young closure,1975,36,8.2,2.3,2,Bongoyo,35,0,Belt transect,500,Slope
Tanzania,2005,Bongoyo1,9.835,,0,,0,15.915,0,,0,0,,16.575,0,0,0.04,,16.96,,,0,93.6,3.115,0,,,0,,156.04,7.3,30,-6.6965,39.2587,Sheltered,2,Low compliance and young closure,1975,60.7,17,1.9,2,Bongoyo,35,0,Belt transect,500,Slope
Tanzania,1996,Bongoyo2,9.175,,0,,0,7.345,0,,0,0,,35.555,0,0,0.29,,19.7,,,0,93.75,16.505,0,,,0,,182.32,7.3,21,-6.7,39.26,Sheltered,2,Low compliance and young closure,1975,28.8,11.2,7.8,2,Bongoyo,35,0,Belt transect,500,Channel
Tanzania,2005,Bongoyo2,1.79,,0,,0,37.745,0,,0,0,,22.195,0,0,0,,17.22,,,0,81.6,1.715,0,,,0,,162.265,7.3,30,-6.7,39.26,Sheltered,2,Low compliance and young closure,1975,73.3,12.6,4.8,2,Bongoyo,35,0,Belt transect,500,Channel
Tanzania,2013,ChristmasReef,240.2778443,34.23181716,24.51122692,0,0,74.80009212,23.84094844,0,0,0,65.55137366,87.80326581,0,20.41132111,23.29584645,0,72.98544015,1.2970125,0,13.80948184,33.31829464,63.3755723,0,0,28.97877373,0,0,808.4883111,1.4,15,-5.2438,39.59285,Exposed,9,Low compliance and young closure,1998,67.5,4.6,7.1,9,Misali,37,0,Belt transect,500,Slope
Tanzania,1997,Chumbe 1,23.76,0,4.26,0,0,45.74,7.11,1.47921946,0,28.89800139,9.040680354,49.705,0.95821284,2.503785766,32.33,0,27.09704126,0.475246983,0,16.195,68.47,554.91,0,0,11.62281195,6.385,0,890.94,0.3,3,-6.28,39.17,Exposed,2,High compliance closure,1994,,,,,Chumbe,7,0,Belt transect,500,Slope
Tanzania,2005,Chumbe 1,144.84,0,4.19,0,0,16.005,0,4.836213035,0,189.274765,29.55792386,44.185,6.276057216,16.39917778,7.15,0,88.59203632,1.553789493,0,73.03,148.8,265.135,0,0,38.00003729,0,0,1077.825,0.3,11,-6.28,39.17,Exposed,2,High compliance closure,1994,63.9,7.7,0,2,Chumbe,7,0,Belt transect,500,Slope
Tanzania,2012,Chumbe 1,195.11448,0,17.10305104,0,0,40.82750939,0,6.05548125,0,245.4119507,37.00983651,169.8288188,8.137479097,21.26302579,7.239920147,0,110.9271678,1.94551875,0,13.45459532,91.48973695,76.10478895,0,0,47.58030956,8.098639032,0,1097.592309,0.3,18,-6.28,39.17,Exposed,2,High compliance closure,1994,75.2,0,1,2,Chumbe,7,0,Belt transect,500,Slope
Tanzania,1997,Chumbe 2,155.235,0,8.52,0,0,75.475,0,2.383278896,0,44.62394868,67.45831103,65.635,0,20.12605132,0,0,33.54146888,1.263902654,0,47.74,113.82,317.155,0,0,138.6980385,0,0,1091.675,0.3,3,-6.28,39.17,Exposed,2,High compliance closure,1994,,,,,Chumbe,7,0,Belt transect,500,Crest
Tanzania,2005,Chumbe 2,63.49,0,22.685,0,0,13.585,0,1.774053871,0,39.44825981,50.21429847,41.455,0,17.79174019,0.04,0,24.96743994,0.940817879,0,20.935,113.76,179.115,0,0,103.2433898,0,0,693.445,0.3,11,-6.28,39.17,Exposed,2,High compliance closure,1994,59.2,5.8,0.1,2,Chumbe,7,0,Belt transect,500,Crest
Tanzania,2012,Chumbe 2,65.80683121,0,18.05608993,0,0,29.12916785,0,1.22285625,0,17.2749534,34.61274188,58.9136986,0,7.791255792,7.239920147,0,17.21006925,0.64850625,0,8.685807889,200.444951,39.68017999,0,0,71.16572197,0,0,577.8827514,0.3,18,-6.28,39.17,Exposed,2,High compliance closure,1994,64.3,0,4.3,2,Chumbe,7,0,Belt transect,500,Crest
Tanzania,2010,Dambwe leeward,55.145,0,3.135,0,0,9.275,0,0.67,0,18.355,1.835,165.62,1.355,1.23,8.69,0,1.16,0,0.68,5.175,104.13,54.265,0,0,0.805,269.76,2.835,704.12,5.5,12,-5.64455,39.0033,Sheltered,2,Low compliance and young closure,1998,48.4,22.1,21.1,2,Dambwe,41,0,Belt transect,500,Slope
Tanzania,2010,Dambwe windward,38.39,0,0,0,0,22.41,0,0,0,37.37,0,82.54,0,17.04,3.3,0,10.21,3.89,0,71.17,72.21,18.11,0,0,0,0,0,376.64,5.5,12,-5.6451,39.006,Exposed,6,Low compliance and young closure,1998,54.4,17.2,17.5,6,Dambwe,41,0,Belt transect,500,Slope
Tanzania,2007,Kitutia 1,248.41,35.62,8.2575,62.36,0,6.6125,0,0,0,0,5.2975,150.5475,5.56,1.7275,4.1425,0,8.1225,0,0.17,6.04,146.925,443.3775,0,0,42.885,0,0,1176.055,11,12,-8.063,39.4282,Sheltered,2,Low compliance and young closure,1995,4.5,53.5,11.1,2,Mafia,40,0,Belt transect,500,Slope
Tanzania,2007,Kitutia 2,471.1475,0,14.8825,44.36,0,21.27,8.6675,0.3725,0,238.3775,39.76,67.86,16.8625,202.6175,41.3875,6.2375,55.445,7.255,0.34,11.1325,195.5725,200.7125,0,0,308.145,26.635,3.52,1982.56,11,12,-8.11829927,39.64977471,Exposed,2,Low compliance and young closure,1995,24.6,41.3,8.2,2,Mafia,40,0,Belt transect,500,Slope
Tanzania,2004,Makome,44.57,0,101.58,4.923333492,0,7.12,0,0,0,4.595631718,5.603911945,45.865,0,13.16436828,0.46,0,12.00714156,0,0,7.765,46.08,48.34,0,1.995398104,14.31531615,0.59,21.93489875,380.91,1,4,-5.2797,39.114,Sheltered,,Low compliance and young closure,2000,40.1,6.3,0.6,2,Tanga-Makome,39,0,Belt transect,500,Slope
Tanzania,2010,Makome,129.095,0,1.045,8.5,0,2.01,0,0,0,8.305,9.675,84.945,0,23.79,10.55,0,20.73,0,0,4.09,57.145,60.7,0,3.445,24.715,0,37.87,486.61,1,10,-5.2797,39.114,Sheltered,12,Low compliance and young closure,2000,27,42.5,0.9,12,Tanga-Makome,39,0,Belt transect,500,Slope
Tanzania,2010,Maziwe North,172.825,0,7.735,0,0,16.685,5.415,0,0,0,4.595,102.63,1.35,2.84,6.85,3.315,1.7,13.62,0.34,23.165,129.295,198.7,0,0.75,5.285,0,0,697.095,2.6,29,-5.4979,39.0656,Sheltered,2,Low compliance and young closure,1981,50.6,5,42.2,2,Maziwe,38,0,Belt transect,500,Slope
Tanzania,2010,Maziwe South,135.835,1.945,13.375,10.945,0,33.375,0,0.67,0,14.535,1.835,98.97,6.415,3.455,31.95,0,69.54,0,1.77,26.16,87.115,142.38,0,0.75,13.685,0,0,694.705,2.6,29,-5.508,39.0625,Sheltered,1.5,Low compliance and young closure,1981,20.2,4.3,4.5,1.5,Maziwe,38,0,Belt transect,500,Lagoon/Back reef
Tanzania,2012,Mbudya 1,93.07034744,1.942865378,0.883802003,0,0,18.62155591,0,1.22285625,0,34.25593909,0.918527525,83.76198359,0,0,4.798454206,0,9.074049998,0,0.338742012,0,88.603524,6.574412679,0,0,1.607388904,0,0,345.674449,8.9,37,-6.66,39.25,Sheltered,2.5,Low compliance and young closure,1975,55.3,0.5,0.8,2.5,Mbudya,36,0,Belt transect,500,Slope
Tanzania,2012,Mbudya 2,34.54158885,0,0,0,0,25.66090685,0,0,0,0,0,56.10152132,0,1.227567242,1.098975758,0,12.10960361,0,0,0,23.55567605,28.31075941,0,0,0,0,0,182.6065991,8.9,37,-6.66104,39.2485,Sheltered,2.5,Low compliance and young closure,1975,67.7,0,0,2.5,Mbudya,36,0,Belt transect,500,Lagoon/Back reef
Tanzania,1996,Mbudya1,43.265,3.290325829,0,0,0,9.235,0,2.070959496,0,7.88,1.55556575,30.21,0,0,0,0,15.36729277,0,0.573674122,0,59.315,17.335,0,0,2.722182035,1.065,0,193.885,8.9,21,-6.66,39.25,Sheltered,2,Low compliance and young closure,1975,67.4,10.8,3.5,2,Mbudya,36,0,Belt transect,500,Lagoon/Back reef
Tanzania,2005,Mbudya1,29.545,15.3775783,0,0,0,27.27,0,9.678780599,0,66.86,7.270050252,22.83,0,0,10.94,0,71.82016617,0,2.681107946,7.3,73.89,39.875,0,0,12.72231674,0,0,398.06,8.9,30,-6.66,39.25,Sheltered,2,Low compliance and young closure,1975,75.3,8.6,2.4,2,Mbudya,36,0,Belt transect,500,Lagoon/Back reef
Tanzania,1996,Mbudya2,16.675,0,0,0,0,25.93,0,0,0,0,0,35.715,0,0.475,0.04,0,7.53,0,0,0,133.385,13.76,0,0,0,0.59,0,234.1,8.9,21,-11.1253,40.6881,Sheltered,2,Low compliance and young closure,1975,,,,,Mbudya,36,0,Belt transect,500,Lagoon/Back reef
Tanzania,2005,Mbudya2,12.93,0,0,0,0,19.37,0,0,0,0,0,18.025,0,6.37,0,0,28.28,0,0,1.21,55.68,57.165,0,0,0,0.07,0,199.1,8.9,30,-6.66,39.25,Sheltered,1,Low compliance and young closure,1975,70.9,7,0.3,1,Mbudya,36,0,Belt transect,500,Lagoon/Back reef
Tanzania,2004,Taa,181.355,0,28.34,0,0,2.34,7.11,0,0,25.54231285,9.704801496,46.675,0,36.50768715,7.18,0,10.3441542,3.712062716,1.297790564,40.555,27.61,75.145,0,6.574836018,1.536355006,0,0,511.53,1,4,-5.3031,39.0982,Sheltered,2,Low compliance and young closure,2000,12.4,14,4.5,2,Tanga-Makome,39,0,Belt transect,500,Crest
Tanzania,2010,Taa,164.43,0,8.78,0,0,1.935,0,0,0,10.75,5.085,212.07,0,15.365,27.235,0,5.42,1.945,0.68,15.775,80.95,41.24,0,3.445,0.805,100.62,0,696.53,1,10,-5.3031,39.0982,Sheltered,2,Low compliance and young closure,2000,23.1,10.8,6.3,2,Tanga-Makome,39,0,Belt transect,500,Crest
